email,Ass_id,Marks_Obtained,Total_Marks
bcrosstoni6@ed.gov,66138e38e10537e7916ba017,83,100
mkinneirlv@stanford.edu,66138e38e10537e8928bbdcc,51,100
cfillgate31@cbslocal.com,66138e38e10537e770366071,3,100
hmartinson6v@google.nl,66138e38e10537e7b003c593,76,100
aponceford86@jigsy.com,66138e38e10537e740772b92,10,100
cfunnellqo@digg.com,66138e38e10537e7916ba02c,41,100
nsporrij93@51.la,66138e38e10537e7c5210217,44,100
hblakelockj4@home.pl,66138e38e10537e7916ba028,84,100
aperren9p@blogger.com,66138e38e10537e82b6ef5cf,58,100
vturrif4@house.gov,66138e38e10537e8928bbdcd,32,100
mhunegz@sourceforge.net,66138e38e10537e770366066,40,100
ineilsonqn@unc.edu,66138e38e10537e82b6ef5d8,9,100
gbellamlc@auda.org.au,66138e38e10537e6dda6ca86,50,100
rmizen25@com.com,66138e38e10537e83e6ca35d,20,100
ejeandeauc0@list-manage.com,66138e38e10537e7a3c97140,32,100
lmacallenj2@cocolog-nifty.com,66138e38e10537e80985c259,78,100
dmummery9q@feedburner.com,66138e38e10537e8d6b75c55,27,100
bomalley16@yellowpages.com,66138e38e10537e6f9e784ac,26,100
wneylanqv@imgur.com,66138e38e10537e7a3c97140,27,100
hbanke1x@timesonline.co.uk,66138e38e10537e841ea2c1d,11,100
acochel@wisc.edu,66138e38e10537e73df51f62,52,100
vpovahlb@cmu.edu,66138e38e10537e8a3bcefce,4,100
alushey73@yandex.ru,66138e38e10537e7a3c97131,0,100
chapps1h@netvibes.com,66138e38e10537e7a67f3cfb,52,100
cmacwhirtere3@elegantthemes.com,66138e38e10537e740772b98,54,100
mguyeth6@issuu.com,66138e38e10537e7e7de0550,29,100
hchipp5k@unblog.fr,66138e38e10537e72c30ffdd,100,100
abilson8h@dailymotion.com,66138e38e10537e77036605e,79,100
adanielsohnfb@dailymotion.com,66138e38e10537e6dda6ca79,57,100
dmueller7p@webmd.com,66138e38e10537e841ea2c22,79,100
lpickersgillbs@photobucket.com,66138e38e10537e7a67f3cf8,12,100
jogleviee7@shutterfly.com,66138e38e10537e8928bbdc5,95,100
charcec5@senate.gov,66138e38e10537e80c7b84e1,80,100
rburlaypo@amazon.de,66138e38e10537e70a816ad3,97,100
daustinshy@miitbeian.gov.cn,66138e38e10537e875099a75,26,100
glodemannaq@blinklist.com,66138e38e10537e7714b1e9f,14,100
cocaineep@salon.com,66138e38e10537e770366066,16,100
cbergstrandc2@sphinn.com,66138e38e10537e73df51f68,60,100
hworsall5c@npr.org,66138e38e10537e7b003c595,100,100
epatinkincn@latimes.com,66138e38e10537e6d7ef1086,95,100
tlottenf@google.com.hk,66138e38e10537e80c7b84e1,17,100
amcimmiemp@bing.com,66138e38e10537e6c405f68b,83,100
lanespieic@joomla.org,66138e38e10537e7e7de0550,80,100
ckinnachmh@netscape.com,66138e38e10537e7916ba01a,41,100
mhunegz@sourceforge.net,66138e38e10537e82b6ef5cf,22,100
hfarninj6@netvibes.com,66138e38e10537e70a816ad5,27,100
kbohlinmd@microsoft.com,66138e38e10537e7a3c97148,40,100
jdrewesu@boston.com,66138e38e10537e8928bbdcb,28,100
wriddlesdencl@google.pl,66138e38e10537e8d6b75c64,54,100
apyettg7@adobe.com,66138e38e10537e752949e07,25,100
ccholonindh@businessinsider.com,66138e38e10537e7c5210211,92,100
kfronksk2@princeton.edu,66138e38e10537e72c30ffdd,77,100
pweemshe@yahoo.co.jp,66138e38e10537e841ea2c1d,71,100
tninnolip6@sciencedirect.com,66138e38e10537e6d7ef1086,85,100
frusso8@e-recht24.de,66138e38e10537e841ea2c27,97,100
mdickinsp7@sakura.ne.jp,66138e38e10537e7916ba015,35,100
lmacallenj2@cocolog-nifty.com,66138e38e10537e80c7b84f5,0,100
ealdgateh8@csmonitor.com,66138e38e10537e7c521020b,57,100
mfernierho@ucla.edu,66138e38e10537e72c30ffdd,45,100
mwoolampg@census.gov,66138e38e10537e8a3bcefdb,1,100
mpeperellna@aboutads.info,66138e38e10537e73df51f69,76,100
bjelfs8i@mayoclinic.com,66138e39e10537e752949e1a,48,100
csturley8d@acquirethisname.com,66138e39e10537e752949e1a,59,100
adelmage1d@rakuten.co.jp,66138e38e10537e77036605a,6,100
scabera65@opera.com,66138e38e10537e8b1b75e57,10,100
alambillionn9@sfgate.com,66138e38e10537e752949e0d,9,100
dwanderschekkk@buzzfeed.com,66138e38e10537e70a816ad3,52,100
wteaseo5@t-online.de,66138e38e10537e8c57ab21f,52,100
lprend@unesco.org,66138e38e10537e8c57ab226,98,100
acathenod6a@jalbum.net,66138e38e10537e8c57ab21d,47,100
joguzrp@flavors.me,66138e38e10537e7c5210205,99,100
ilaxtonrk@wikispaces.com,66138e38e10537e70a816acc,72,100
maldhouseh@ftc.gov,66138e38e10537e7b003c5a3,59,100
sbonick80@dedecms.com,66138e38e10537e72c30ffd3,28,100
totson9k@devhub.com,66138e38e10537e752949e08,65,100
ccund6c@myspace.com,66138e38e10537e7a3c9713c,71,100
esigart4g@webmd.com,66138e38e10537e7e7de055f,29,100
amcauliffens@surveymonkey.com,66138e38e10537e8d6b75c70,16,100
lanespieic@joomla.org,66138e38e10537e8d6b75c5c,36,100
rspatoniot@themeforest.net,66138e38e10537e8a3bcefce,66,100
hgreenmanj7@prlog.org,66138e38e10537e71b41a8bc,45,100
ghawkecc@multiply.com,66138e38e10537e80985c243,11,100
chabercham7f@mapy.cz,66138e38e10537e71b41a8c1,48,100
mmangenotpf@github.com,66138e38e10537e8b1b75e3f,47,100
rneevel0@slashdot.org,66138e38e10537e7a3c9713b,24,100
lmortellky@acquirethisname.com,66138e38e10537e80985c25f,5,100
dvan3o@sourceforge.net,66138e38e10537e7a3c97133,69,100
bhyndmande@umich.edu,66138e38e10537e80985c250,20,100
pkilbourn1p@telegraph.co.uk,66138e38e10537e8a3bcefdb,33,100
aczaplado@moonfruit.com,66138e38e10537e7e7de0569,4,100
bjudkins4y@barnesandnoble.com,66138e38e10537e7c5210217,75,100
ciacovacciol8@newyorker.com,66138e38e10537e8928bbdcd,26,100
ggianninii7@japanpost.jp,66138e38e10537e8d6b75c67,25,100
lcrathorne5z@hibu.com,66138e38e10537e7a67f3cfb,11,100
bbouchiercb@mozilla.com,66138e38e10537e6f9e784a8,67,100
cswanborrow8@state.tx.us,66138e38e10537e6c405f699,35,100
qjanosevicej@moonfruit.com,66138e38e10537e841ea2c26,22,100
yhestropay@usgs.gov,66138e38e10537e77036605e,17,100
gdurno15@nsw.gov.au,66138e39e10537e752949e1c,55,100
jlowfillo2@jugem.jp,66138e38e10537e80c7b84e7,84,100
cschukraftii@lycos.com,66138e38e10537e72c30ffde,10,100
csimoesan@ycombinator.com,66138e38e10537e6f9e784ac,38,100
nplewman5b@baidu.com,66138e38e10537e72c30ffcc,64,100
ncolomb3z@washington.edu,66138e38e10537e7a67f3d00,23,100
vsquibbka@1und1.de,66138e38e10537e7c28559ee,60,100
rkoles2t@virginia.edu,66138e38e10537e7c28559f8,97,100
bfrangletonj0@europa.eu,66138e38e10537e7c5210217,86,100
ghawkecc@multiply.com,66138e38e10537e8d6b75c5c,14,100
ccoddhn@deliciousdays.com,66138e38e10537e740772b92,81,100
cgostridgeeo@whitehouse.gov,66138e38e10537e8c57ab226,59,100
jpikettbi@macromedia.com,66138e38e10537e841ea2c22,76,100
tbondarq7@i2i.jp,66138e38e10537e72c30ffcd,84,100
rbrownseynm@blogs.com,66138e38e10537e8d6b75c6c,37,100
pleadbitterjw@wix.com,66138e38e10537e6d7ef1080,16,100
cosorio87@newyorker.com,66138e38e10537e7916ba017,76,100
lsteelek9@stumbleupon.com,66138e38e10537e80c7b84e7,89,100
jpicottqc@nationalgeographic.com,66138e38e10537e875099a7a,22,100
chapps1h@netvibes.com,66138e38e10537e80c7b84ea,14,100
rfetherston9c@dyndns.org,66138e38e10537e80985c25f,85,100
lguerreaud9@springer.com,66138e38e10537e7916ba023,35,100
mwakeley2v@technorati.com,66138e38e10537e8a3bcefcc,45,100
ltuttle4x@liveinternet.ru,66138e38e10537e875099a71,64,100
jgoldhill9a@walmart.com,66138e38e10537e73df51f62,82,100
qbennetonbp@jigsy.com,66138e38e10537e83cb672bf,87,100
baronovich48@cbc.ca,66138e38e10537e7a67f3cfc,96,100
ncrotty8n@issuu.com,66138e38e10537e7916ba017,56,100
wdenholmk6@phpbb.com,66138e38e10537e8b1b75e3e,49,100
kfranzettoini2j@biglobe.ne.jp,66138e38e10537e7b003c58b,2,100
aeglintonpw@elegantthemes.com,66138e38e10537e841ea2c27,2,100
msoppit9i@techcrunch.com,66138e38e10537e752949e0d,70,100
vlardier2z@reference.com,66138e38e10537e70a816acb,34,100
kshankleha@alexa.com,66138e38e10537e740772ba0,75,100
fmangenetjy@amazon.co.jp,66138e38e10537e83e6ca341,1,100
hpeery5v@utexas.edu,66138e38e10537e6c405f699,15,100
amulryan89@ovh.net,66138e38e10537e7a67f3cf8,64,100
hmccartfx@indiegogo.com,66138e38e10537e7916ba02b,58,100
rmizen25@com.com,66138e38e10537e875099a7a,61,100
fpiddletowndf@simplemachines.org,66138e38e10537e6d7ef1080,5,100
lcroosehg@sourceforge.net,66138e38e10537e7a67f3cf4,21,100
tburgesmj@forbes.com,66138e39e10537e752949e1c,2,100
tdolan4w@cornell.edu,66138e39e10537e752949e17,25,100
mwalklate9l@si.edu,66138e38e10537e7714b1e9c,64,100
mwaitg9@xrea.com,66138e38e10537e83cb672c5,0,100
riffefl@hexun.com,66138e38e10537e7916ba015,25,100
dmantzga@washingtonpost.com,66138e38e10537e6d7ef1087,80,100
etichner3w@constantcontact.com,66138e38e10537e83e6ca35d,92,100
bdarragonbb@hhs.gov,66138e38e10537e7a3c97140,93,100
amandifield4j@posterous.com,66138e38e10537e73df51f68,95,100
mlilielo@yolasite.com,66138e38e10537e7c5210205,44,100
mvogellernu@yellowpages.com,66138e38e10537e71b41a8d6,82,100
ialliotd4@unicef.org,66138e38e10537e83e6ca351,47,100
fcourtonney@hibu.com,66138e38e10537e72c30ffcd,12,100
ebeynkefg@myspace.com,66138e38e10537e7b003c593,57,100
mnotor9@weather.com,66138e38e10537e73df51f68,97,100
mdoucette9s@phpbb.com,66138e38e10537e6dda6ca87,98,100
mgaveltone2y@si.edu,66138e38e10537e8b1b75e50,94,100
